
Eliminate 0 isolated buses
Eliminate 0 branches
Eliminate 0 generators
Preprocessing complete
Convert input data model
Creating Y matrix of input full model
Do first round reduction eliminating all external buses
10195 external generators are to be placed
Do second round reduction eliminating all external non-generator buses
External generator on bus 30012 is moved to 30009
External generator on bus 30764 is moved to 60768
External generator on bus 30765 is moved to 60768
External generator on bus 30772 is moved to 60768
External generator on bus 30773 is moved to 60768
External generator on bus 30774 is moved to 60768
External generator on bus 30775 is moved to 60768
External generator on bus 30776 is moved to 60768
External generator on bus 30777 is moved to 60768
External generator on bus 30782 is moved to 32082
External generator on bus 30783 is moved to 32082
External generator on bus 30784 is moved to 32082
External generator on bus 30785 is moved to 32082
External generator on bus 30786 is moved to 32082
External generator on bus 30787 is moved to 32082
External generator on bus 30791 is moved to 30911
External generator on bus 30792 is moved to 30911
External generator on bus 30793 is moved to 30911
External generator on bus 30794 is moved to 30911
External generator on bus 30795 is moved to 30911
External generator on bus 30796 is moved to 30911
External generator on bus 30800 is moved to 30804
External generator on bus 30805 is moved to 30804
External generator on bus 30809 is moved to 32082
External generator on bus 30810 is moved to 32082
External generator on bus 30812 is moved to 32082
External generator on bus 30813 is moved to 32082
External generator on bus 30817 is moved to 60262
External generator on bus 30818 is moved to 60262
External generator on bus 30819 is moved to 60262
External generator on bus 30822 is moved to 60262
External generator on bus 30825 is moved to 32082
External generator on bus 30826 is moved to 32082
External generator on bus 30827 is moved to 32082
External generator on bus 30830 is moved to 32082
External generator on bus 30831 is moved to 32082
External generator on bus 30836 is moved to 32082
External generator on bus 30839 is moved to 60768
External generator on bus 30842 is moved to 32054
External generator on bus 30843 is moved to 32054
External generator on bus 30844 is moved to 32054
External generator on bus 30845 is moved to 32054
External generator on bus 30846 is moved to 32054
External generator on bus 30847 is moved to 32054
External generator on bus 30853 is moved to 30852
External generator on bus 30854 is moved to 30852
External generator on bus 30855 is moved to 30852
External generator on bus 30856 is moved to 32082
External generator on bus 30857 is moved to 30852
External generator on bus 30860 is moved to 32082
External generator on bus 30863 is moved to 30919
External generator on bus 30866 is moved to 30919
External generator on bus 30869 is moved to 60262
External generator on bus 30870 is moved to 60262
External generator on bus 30874 is moved to 60768
External generator on bus 30875 is moved to 60768
External generator on bus 30882 is moved to 32082
External generator on bus 30883 is moved to 32082
External generator on bus 30884 is moved to 32082
External generator on bus 30889 is moved to 30888
External generator on bus 30894 is moved to 30911
External generator on bus 30895 is moved to 60262
External generator on bus 30896 is moved to 60262
External generator on bus 30899 is moved to 60262
External generator on bus 30904 is moved to 32082
External generator on bus 30907 is moved to 60262
External generator on bus 30914 is moved to 32082
External generator on bus 30920 is moved to 30919
External generator on bus 30923 is moved to 32082
External generator on bus 30925 is moved to 32082
External generator on bus 30928 is moved to 60262
External generator on bus 30930 is moved to 60768
External generator on bus 30932 is moved to 60768
External generator on bus 30935 is moved to 60262
External generator on bus 30936 is moved to 60262
External generator on bus 30937 is moved to 60262
External generator on bus 30938 is moved to 60262
External generator on bus 30943 is moved to 30911
External generator on bus 30944 is moved to 30911
External generator on bus 30945 is moved to 30911
External generator on bus 30948 is moved to 60262
External generator on bus 30951 is moved to 30911
External generator on bus 30952 is moved to 30911
External generator on bus 30953 is moved to 30911
External generator on bus 30954 is moved to 30911
External generator on bus 30958 is moved to 30919
External generator on bus 30959 is moved to 30919
External generator on bus 30960 is moved to 30919
External generator on bus 30965 is moved to 30911
External generator on bus 30966 is moved to 30911
External generator on bus 30967 is moved to 30911
External generator on bus 30968 is moved to 30911
External generator on bus 30973 is moved to 60262
External generator on bus 30974 is moved to 60262
External generator on bus 32193 is moved to 31261
External generator on bus 32197 is moved to 32196
External generator on bus 32198 is moved to 32196
External generator on bus 32203 is moved to 32202
External generator on bus 32204 is moved to 32202
External generator on bus 32205 is moved to 32202
External generator on bus 32210 is moved to 31261
External generator on bus 32211 is moved to 31261
External generator on bus 32214 is moved to 31261
External generator on bus 32216 is moved to 31065
External generator on bus 32217 is moved to 31065
External generator on bus 32221 is moved to 31261
External generator on bus 32225 is moved to 32082
External generator on bus 32226 is moved to 32082
External generator on bus 32227 is moved to 32082
External generator on bus 32228 is moved to 32082
External generator on bus 32229 is moved to 32082
External generator on bus 32230 is moved to 32082
External generator on bus 32236 is moved to 32054
External generator on bus 32237 is moved to 32054
External generator on bus 32242 is moved to 44625
External generator on bus 32243 is moved to 44625
External generator on bus 32244 is moved to 44625
External generator on bus 32247 is moved to 31065
External generator on bus 32248 is moved to 31065
External generator on bus 32251 is moved to 32506
External generator on bus 32254 is moved to 31261
External generator on bus 32257 is moved to 31065
External generator on bus 32261 is moved to 31065
External generator on bus 32262 is moved to 31065
External generator on bus 32264 is moved to 31065
External generator on bus 32267 is moved to 32082
External generator on bus 32269 is moved to 31159
External generator on bus 32270 is moved to 31159
External generator on bus 32271 is moved to 31159
External generator on bus 32279 is moved to 32202
External generator on bus 32280 is moved to 32202
External generator on bus 32282 is moved to 32202
External generator on bus 32283 is moved to 32202
External generator on bus 32286 is moved to 31261
External generator on bus 32288 is moved to 31859
External generator on bus 32289 is moved to 31859
External generator on bus 32290 is moved to 31859
External generator on bus 32294 is moved to 32202
External generator on bus 32295 is moved to 32202
External generator on bus 32296 is moved to 32202
External generator on bus 32301 is moved to 31065
External generator on bus 32306 is moved to 32305
External generator on bus 32310 is moved to 17728
External generator on bus 32313 is moved to 17728
External generator on bus 32314 is moved to 17728
External generator on bus 32320 is moved to 17728
External generator on bus 32321 is moved to 31065
External generator on bus 32322 is moved to 31065
External generator on bus 32323 is moved to 31065
External generator on bus 32330 is moved to 32082
External generator on bus 32331 is moved to 32082
External generator on bus 32332 is moved to 32082
External generator on bus 32333 is moved to 32082
External generator on bus 32337 is moved to 32345
External generator on bus 32338 is moved to 32345
External generator on bus 32339 is moved to 32345
External generator on bus 32340 is moved to 32345
External generator on bus 32349 is moved to 31322
External generator on bus 32352 is moved to 31261
External generator on bus 32353 is moved to 31261
External generator on bus 32355 is moved to 31261
External generator on bus 32360 is moved to 31065
External generator on bus 32361 is moved to 31065
External generator on bus 32362 is moved to 31065
External generator on bus 32363 is moved to 31065
External generator on bus 32364 is moved to 31065
External generator on bus 32367 is moved to 31065
External generator on bus 32368 is moved to 31065
External generator on bus 32369 is moved to 31065
External generator on bus 32374 is moved to 31065
External generator on bus 32375 is moved to 31065
External generator on bus 32377 is moved to 31065
External generator on bus 32385 is moved to 32384
External generator on bus 32386 is moved to 32384
External generator on bus 32387 is moved to 32384
External generator on bus 32390 is moved to 32202
External generator on bus 32393 is moved to 17729
External generator on bus 32396 is moved to 17728
External generator on bus 32398 is moved to 32082
External generator on bus 32401 is moved to 32202
External generator on bus 32402 is moved to 32202
External generator on bus 32407 is moved to 29355
External generator on bus 32408 is moved to 29355
External generator on bus 32413 is moved to 32202
External generator on bus 32416 is moved to 31261
External generator on bus 32417 is moved to 31261
External generator on bus 32418 is moved to 31261
External generator on bus 32421 is moved to 17728
External generator on bus 32423 is moved to 17728
External generator on bus 32427 is moved to 31065
External generator on bus 32428 is moved to 31065
External generator on bus 32429 is moved to 31065
External generator on bus 32432 is moved to 31065
External generator on bus 32435 is moved to 32054
External generator on bus 32436 is moved to 32054
External generator on bus 32437 is moved to 32054
External generator on bus 32438 is moved to 32054
External generator on bus 32439 is moved to 32054
External generator on bus 32440 is moved to 32054
External generator on bus 32443 is moved to 31065
External generator on bus 32444 is moved to 31065
External generator on bus 32445 is moved to 31065
External generator on bus 32446 is moved to 31065
External generator on bus 32454 is moved to 31065
External generator on bus 32461 is moved to 31261
External generator on bus 32462 is moved to 31261
External generator on bus 32463 is moved to 31261
External generator on bus 32464 is moved to 31261
External generator on bus 32465 is moved to 31261
External generator on bus 32466 is moved to 31261
External generator on bus 32470 is moved to 31065
External generator on bus 32471 is moved to 31065
External generator on bus 32476 is moved to 32082
External generator on bus 32477 is moved to 32082
External generator on bus 32478 is moved to 32082
External generator on bus 32479 is moved to 32082
External generator on bus 32483 is moved to 31322
External generator on bus 32484 is moved to 31322
External generator on bus 32488 is moved to 31859
External generator on bus 32489 is moved to 31859
External generator on bus 32490 is moved to 31859
External generator on bus 32491 is moved to 31859
External generator on bus 32492 is moved to 31859
External generator on bus 32493 is moved to 31859
External generator on bus 32497 is moved to 32202
External generator on bus 32500 is moved to 31065
External generator on bus 32507 is moved to 32506
External generator on bus 32511 is moved to 31980
External generator on bus 32516 is moved to 32515
External generator on bus 32517 is moved to 32515
External generator on bus 32518 is moved to 32515
External generator on bus 32519 is moved to 32515
External generator on bus 32520 is moved to 32515
External generator on bus 32523 is moved to 32082
External generator on bus 33945 is moved to 34151
External generator on bus 33946 is moved to 34151
External generator on bus 33949 is moved to 34014
External generator on bus 33952 is moved to 34151
External generator on bus 33956 is moved to 34079
External generator on bus 33957 is moved to 34079
External generator on bus 33958 is moved to 34079
External generator on bus 33959 is moved to 34079
External generator on bus 33960 is moved to 34079
External generator on bus 33961 is moved to 34079
External generator on bus 33966 is moved to 32525
External generator on bus 33967 is moved to 32525
External generator on bus 33968 is moved to 32525
External generator on bus 33969 is moved to 32525
External generator on bus 33970 is moved to 32525
External generator on bus 33971 is moved to 32525
External generator on bus 33975 is moved to 32525
External generator on bus 33976 is moved to 32525
External generator on bus 33980 is moved to 32525
External generator on bus 33981 is moved to 32525
External generator on bus 33982 is moved to 32525
External generator on bus 33983 is moved to 32525
External generator on bus 33984 is moved to 32525
External generator on bus 33985 is moved to 32525
External generator on bus 33988 is moved to 33377
External generator on bus 33990 is moved to 34014
External generator on bus 33996 is moved to 34130
External generator on bus 33997 is moved to 34130
External generator on bus 33998 is moved to 34130
External generator on bus 34004 is moved to 34003
External generator on bus 34005 is moved to 34003
External generator on bus 34006 is moved to 34003
External generator on bus 34015 is moved to 34014
External generator on bus 34016 is moved to 34014
External generator on bus 34017 is moved to 34014
External generator on bus 34018 is moved to 34014
External generator on bus 34019 is moved to 34014
External generator on bus 34024 is moved to 36918
External generator on bus 34025 is moved to 36918
External generator on bus 34026 is moved to 36918
External generator on bus 34027 is moved to 36918
External generator on bus 34028 is moved to 36918
External generator on bus 34035 is moved to 34014
External generator on bus 34036 is moved to 34014
External generator on bus 34037 is moved to 34014
External generator on bus 34038 is moved to 34014
External generator on bus 34039 is moved to 34014
External generator on bus 34040 is moved to 34014
External generator on bus 34046 is moved to 43039
External generator on bus 34047 is moved to 43039
External generator on bus 34048 is moved to 43039
External generator on bus 34051 is moved to 32525
External generator on bus 34052 is moved to 32525
External generator on bus 34053 is moved to 32525
External generator on bus 34059 is moved to 32525
External generator on bus 34060 is moved to 32525
External generator on bus 34061 is moved to 32525
External generator on bus 34065 is moved to 34014
External generator on bus 34066 is moved to 34014
External generator on bus 34069 is moved to 34151
External generator on bus 34072 is moved to 34079
External generator on bus 34075 is moved to 34014
External generator on bus 34080 is moved to 34079
External generator on bus 34087 is moved to 34014
External generator on bus 34088 is moved to 34014
External generator on bus 34089 is moved to 34014
External generator on bus 34093 is moved to 33377
External generator on bus 34094 is moved to 33377
External generator on bus 34095 is moved to 33377
External generator on bus 34099 is moved to 32525
External generator on bus 34100 is moved to 32525
External generator on bus 34103 is moved to 32525
External generator on bus 34109 is moved to 32525
External generator on bus 34110 is moved to 32525
External generator on bus 34114 is moved to 34151
External generator on bus 34115 is moved to 34151
External generator on bus 34119 is moved to 33377
External generator on bus 34124 is moved to 36918
External generator on bus 34125 is moved to 36918
External generator on bus 34131 is moved to 34130
External generator on bus 34132 is moved to 34130
External generator on bus 34133 is moved to 34130
External generator on bus 34142 is moved to 34141
External generator on bus 34143 is moved to 34141
External generator on bus 34144 is moved to 34141
External generator on bus 34147 is moved to 33377
External generator on bus 34152 is moved to 34151
External generator on bus 34153 is moved to 34151
External generator on bus 34156 is moved to 18025
External generator on bus 34159 is moved to 32525
External generator on bus 34160 is moved to 32525
External generator on bus 34161 is moved to 32525
External generator on bus 34162 is moved to 32525
External generator on bus 34165 is moved to 34151
External generator on bus 34168 is moved to 32525
External generator on bus 34169 is moved to 32525
External generator on bus 34170 is moved to 32525
External generator on bus 34171 is moved to 32525
External generator on bus 34172 is moved to 32525
External generator on bus 34177 is moved to 34079
External generator on bus 34178 is moved to 34079
External generator on bus 34179 is moved to 34079
External generator on bus 34183 is moved to 43039
External generator on bus 34184 is moved to 43039
External generator on bus 35360 is moved to 35395
External generator on bus 35361 is moved to 35395
External generator on bus 35365 is moved to 35395
External generator on bus 35366 is moved to 35395
External generator on bus 35367 is moved to 35395
External generator on bus 35371 is moved to 35465
External generator on bus 35374 is moved to 35527
External generator on bus 35375 is moved to 35527
External generator on bus 35376 is moved to 35527
External generator on bus 35381 is moved to 35527
External generator on bus 35382 is moved to 35527
External generator on bus 35383 is moved to 35527
External generator on bus 35384 is moved to 35527
External generator on bus 35385 is moved to 35527
External generator on bus 35386 is moved to 35527
External generator on bus 35391 is moved to 35395
External generator on bus 35396 is moved to 35395
External generator on bus 35397 is moved to 35395
External generator on bus 35403 is moved to 35527
External generator on bus 35404 is moved to 35527
External generator on bus 35405 is moved to 35527
External generator on bus 35406 is moved to 35527
External generator on bus 35412 is moved to 35410
External generator on bus 35417 is moved to 36918
External generator on bus 35418 is moved to 36918
External generator on bus 35425 is moved to 35465
External generator on bus 35426 is moved to 35465
External generator on bus 35431 is moved to 35430
External generator on bus 35439 is moved to 35438
External generator on bus 35440 is moved to 35438
External generator on bus 35444 is moved to 35395
External generator on bus 35445 is moved to 35395
External generator on bus 35450 is moved to 35395
External generator on bus 35451 is moved to 35395
External generator on bus 35452 is moved to 35395
External generator on bus 35453 is moved to 35395
External generator on bus 35454 is moved to 35395
External generator on bus 35455 is moved to 35395
External generator on bus 35460 is moved to 35438
External generator on bus 35466 is moved to 35465
External generator on bus 35467 is moved to 35465
External generator on bus 35472 is moved to 35471
External generator on bus 35479 is moved to 35410
External generator on bus 35480 is moved to 35410
External generator on bus 35485 is moved to 35410
External generator on bus 35488 is moved to 35395
External generator on bus 35490 is moved to 35438
External generator on bus 35493 is moved to 35527
External generator on bus 35494 is moved to 35527
External generator on bus 35502 is moved to 35395
External generator on bus 35509 is moved to 36918
External generator on bus 35510 is moved to 36918
External generator on bus 35511 is moved to 36918
External generator on bus 35512 is moved to 36918
External generator on bus 35513 is moved to 36918
External generator on bus 35514 is moved to 36918
External generator on bus 35520 is moved to 35430
External generator on bus 35521 is moved to 35430
External generator on bus 35531 is moved to 35471
External generator on bus 35532 is moved to 35471
External generator on bus 35533 is moved to 35471
External generator on bus 35536 is moved to 36918
External generator on bus 36818 is moved to 36880
External generator on bus 36822 is moved to 35527
External generator on bus 36825 is moved to 36215
External generator on bus 36833 is moved to 36832
External generator on bus 36834 is moved to 36832
External generator on bus 36835 is moved to 36832
External generator on bus 36836 is moved to 36832
External generator on bus 36837 is moved to 36832
External generator on bus 36840 is moved to 37440
External generator on bus 36842 is moved to 36215
External generator on bus 36848 is moved to 36215
External generator on bus 36852 is moved to 37149
External generator on bus 36853 is moved to 37149
External generator on bus 36854 is moved to 37149
External generator on bus 36859 is moved to 36918
External generator on bus 36860 is moved to 36918
External generator on bus 36863 is moved to 36215
External generator on bus 36874 is moved to 36880
External generator on bus 36881 is moved to 36880
External generator on bus 36882 is moved to 36880
External generator on bus 36883 is moved to 36880
External generator on bus 36887 is moved to 42822
External generator on bus 36893 is moved to 36892
External generator on bus 36900 is moved to 37149
External generator on bus 36901 is moved to 37149
External generator on bus 36902 is moved to 37149
External generator on bus 36903 is moved to 37149
External generator on bus 36906 is moved to 35923
External generator on bus 36908 is moved to 36215
External generator on bus 36911 is moved to 37440
External generator on bus 36919 is moved to 36918
External generator on bus 36920 is moved to 36918
External generator on bus 36921 is moved to 36918
External generator on bus 36922 is moved to 36918
External generator on bus 36923 is moved to 36918
External generator on bus 36926 is moved to 36215
External generator on bus 36928 is moved to 36215
External generator on bus 36931 is moved to 36215
External generator on bus 36935 is moved to 42822
External generator on bus 36936 is moved to 42822
External generator on bus 36939 is moved to 37440
External generator on bus 36940 is moved to 37440
External generator on bus 36941 is moved to 37440
External generator on bus 36948 is moved to 36962
External generator on bus 36949 is moved to 36962
External generator on bus 36950 is moved to 36962
External generator on bus 36953 is moved to 36215
External generator on bus 36956 is moved to 35923
External generator on bus 36957 is moved to 35923
External generator on bus 36963 is moved to 36962
External generator on bus 36964 is moved to 36962
External generator on bus 36968 is moved to 36215
External generator on bus 36969 is moved to 36215
External generator on bus 36974 is moved to 36215
External generator on bus 36976 is moved to 35923
External generator on bus 36979 is moved to 36215
External generator on bus 36982 is moved to 36215
External generator on bus 36988 is moved to 36420
External generator on bus 36991 is moved to 36215
External generator on bus 36996 is moved to 36215
External generator on bus 36999 is moved to 36215
External generator on bus 37003 is moved to 36918
External generator on bus 37005 is moved to 36215
External generator on bus 37007 is moved to 36215
External generator on bus 37008 is moved to 36215
External generator on bus 37011 is moved to 36215
External generator on bus 37012 is moved to 36215
External generator on bus 37016 is moved to 42822
External generator on bus 37022 is moved to 36892
External generator on bus 37023 is moved to 36892
External generator on bus 37024 is moved to 36892
External generator on bus 37025 is moved to 36892
External generator on bus 37026 is moved to 36892
External generator on bus 37034 is moved to 36892
External generator on bus 37035 is moved to 36892
External generator on bus 37036 is moved to 36892
External generator on bus 37037 is moved to 36892
External generator on bus 37038 is moved to 36892
External generator on bus 37042 is moved to 36215
External generator on bus 37043 is moved to 36215
External generator on bus 37044 is moved to 36215
External generator on bus 37045 is moved to 36215
External generator on bus 37048 is moved to 35923
External generator on bus 37055 is moved to 36215
External generator on bus 37056 is moved to 36215
External generator on bus 37057 is moved to 36215
External generator on bus 37058 is moved to 36215
External generator on bus 37059 is moved to 36215
External generator on bus 37060 is moved to 36215
External generator on bus 37063 is moved to 42822
External generator on bus 37067 is moved to 36215
External generator on bus 37071 is moved to 36215
External generator on bus 37072 is moved to 36215
External generator on bus 37073 is moved to 36215
External generator on bus 37074 is moved to 36215
External generator on bus 37075 is moved to 36215
External generator on bus 37082 is moved to 37081
External generator on bus 37083 is moved to 37081
External generator on bus 37089 is moved to 36215
External generator on bus 37090 is moved to 36215
External generator on bus 37092 is moved to 36215
External generator on bus 37095 is moved to 36215
External generator on bus 37098 is moved to 36215
External generator on bus 37099 is moved to 36215
External generator on bus 37103 is moved to 36215
External generator on bus 37105 is moved to 42822
External generator on bus 37107 is moved to 35527
External generator on bus 37113 is moved to 36215
External generator on bus 37114 is moved to 36215
External generator on bus 37115 is moved to 36215
External generator on bus 37116 is moved to 36215
External generator on bus 37117 is moved to 36215
External generator on bus 37118 is moved to 36215
External generator on bus 37122 is moved to 37440
External generator on bus 37128 is moved to 35527
External generator on bus 37129 is moved to 35527
External generator on bus 37132 is moved to 37081
External generator on bus 37134 is moved to 36880
External generator on bus 37137 is moved to 36215
External generator on bus 37141 is moved to 36215
External generator on bus 37142 is moved to 36215
External generator on bus 37145 is moved to 35923
External generator on bus 37150 is moved to 37149
External generator on bus 37151 is moved to 37149
External generator on bus 37152 is moved to 37149
External generator on bus 37153 is moved to 37149
External generator on bus 38153 is moved to 37411
External generator on bus 38155 is moved to 36215
External generator on bus 38156 is moved to 37440
External generator on bus 38160 is moved to 37459
External generator on bus 38161 is moved to 37459
External generator on bus 38165 is moved to 35923
External generator on bus 38171 is moved to 37440
External generator on bus 38172 is moved to 37440
External generator on bus 38173 is moved to 37440
External generator on bus 38174 is moved to 37440
External generator on bus 38175 is moved to 37440
External generator on bus 38178 is moved to 42822
External generator on bus 38184 is moved to 37440
External generator on bus 38185 is moved to 37440
External generator on bus 38189 is moved to 42748
External generator on bus 38192 is moved to 37440
External generator on bus 38193 is moved to 37440
External generator on bus 38195 is moved to 37440
External generator on bus 38196 is moved to 37440
External generator on bus 38203 is moved to 42822
External generator on bus 38204 is moved to 42822
External generator on bus 38205 is moved to 42822
External generator on bus 38209 is moved to 42748
External generator on bus 38210 is moved to 42748
External generator on bus 38216 is moved to 42748
External generator on bus 38220 is moved to 40682
External generator on bus 38221 is moved to 40682
External generator on bus 38222 is moved to 40682
External generator on bus 38223 is moved to 40682
External generator on bus 38224 is moved to 40682
External generator on bus 38227 is moved to 37440
External generator on bus 38230 is moved to 36215
External generator on bus 38231 is moved to 36215
External generator on bus 38235 is moved to 42748
External generator on bus 38238 is moved to 37440
External generator on bus 38241 is moved to 37406
External generator on bus 38244 is moved to 42748
External generator on bus 38245 is moved to 42748
External generator on bus 38249 is moved to 37406
External generator on bus 38250 is moved to 37406
External generator on bus 38251 is moved to 37406
External generator on bus 38252 is moved to 37406
External generator on bus 38253 is moved to 37406
External generator on bus 38259 is moved to 42748
External generator on bus 38260 is moved to 42748
External generator on bus 38261 is moved to 42748
External generator on bus 38262 is moved to 42748
External generator on bus 38265 is moved to 37440
External generator on bus 38268 is moved to 42748
External generator on bus 38269 is moved to 37748
External generator on bus 38273 is moved to 42748
External generator on bus 38274 is moved to 42748
External generator on bus 38279 is moved to 37440
External generator on bus 38282 is moved to 37406
External generator on bus 38289 is moved to 42748
External generator on bus 38294 is moved to 38341
External generator on bus 38298 is moved to 38341
External generator on bus 38299 is moved to 38341
External generator on bus 38301 is moved to 38341
External generator on bus 38302 is moved to 38341
External generator on bus 38303 is moved to 38341
External generator on bus 38306 is moved to 42748
External generator on bus 38309 is moved to 38341
External generator on bus 38310 is moved to 38341
External generator on bus 38311 is moved to 38341
External generator on bus 38318 is moved to 38341
External generator on bus 38319 is moved to 38341
External generator on bus 38320 is moved to 38341
External generator on bus 38324 is moved to 37440
External generator on bus 38325 is moved to 37440
External generator on bus 38329 is moved to 42748
External generator on bus 38330 is moved to 42748
External generator on bus 38333 is moved to 37440
External generator on bus 38336 is moved to 35923
External generator on bus 38345 is moved to 35923
External generator on bus 38346 is moved to 35923
External generator on bus 38348 is moved to 35923
External generator on bus 38349 is moved to 35923
External generator on bus 38350 is moved to 35923
External generator on bus 38353 is moved to 42748
External generator on bus 38357 is moved to 42748
External generator on bus 38358 is moved to 42748
External generator on bus 38359 is moved to 42748
External generator on bus 38363 is moved to 42748
External generator on bus 38366 is moved to 37440
External generator on bus 38367 is moved to 37440
External generator on bus 38369 is moved to 37440
External generator on bus 38373 is moved to 37406
External generator on bus 38376 is moved to 37440
External generator on bus 38379 is moved to 35923
External generator on bus 38381 is moved to 42748
External generator on bus 38384 is moved to 14552
External generator on bus 38386 is moved to 42748
External generator on bus 38388 is moved to 42748
External generator on bus 38390 is moved to 42748
External generator on bus 38395 is moved to 14552
External generator on bus 38399 is moved to 37440
External generator on bus 38400 is moved to 37440
External generator on bus 38401 is moved to 37440
External generator on bus 38405 is moved to 36215
External generator on bus 38406 is moved to 36215
External generator on bus 38407 is moved to 36215
External generator on bus 38410 is moved to 42748
External generator on bus 38411 is moved to 42748
External generator on bus 38412 is moved to 42748
External generator on bus 38416 is moved to 42748
External generator on bus 38419 is moved to 42822
External generator on bus 38421 is moved to 37440
External generator on bus 39183 is moved to 38729
External generator on bus 39186 is moved to 40418
External generator on bus 39187 is moved to 40418
External generator on bus 39189 is moved to 40418
External generator on bus 39190 is moved to 40418
External generator on bus 39194 is moved to 38423
External generator on bus 39195 is moved to 38423
External generator on bus 39196 is moved to 38423
External generator on bus 39197 is moved to 38423
External generator on bus 39198 is moved to 38423
External generator on bus 39199 is moved to 38423
External generator on bus 39200 is moved to 38423
External generator on bus 39201 is moved to 38423
External generator on bus 39202 is moved to 38423
External generator on bus 39206 is moved to 40418
External generator on bus 39210 is moved to 39259
External generator on bus 39211 is moved to 39259
External generator on bus 39212 is moved to 39259
External generator on bus 39215 is moved to 38423
External generator on bus 39216 is moved to 38423
External generator on bus 39217 is moved to 38423
External generator on bus 39218 is moved to 38423
External generator on bus 39222 is moved to 38423
External generator on bus 39225 is moved to 39259
External generator on bus 39228 is moved to 39259
External generator on bus 39233 is moved to 38729
External generator on bus 39234 is moved to 38729
External generator on bus 39237 is moved to 51893
External generator on bus 39239 is moved to 40418
External generator on bus 39242 is moved to 38423
External generator on bus 39243 is moved to 38423
External generator on bus 39245 is moved to 38423
External generator on bus 39246 is moved to 38423
External generator on bus 39250 is moved to 40418
External generator on bus 39252 is moved to 40418
External generator on bus 39254 is moved to 40418
External generator on bus 39256 is moved to 40418
External generator on bus 39260 is moved to 39259
External generator on bus 39261 is moved to 39259
External generator on bus 39262 is moved to 39259
External generator on bus 39263 is moved to 39259
External generator on bus 39264 is moved to 39259
External generator on bus 39267 is moved to 38423
External generator on bus 39271 is moved to 38423
External generator on bus 39272 is moved to 38423
External generator on bus 39274 is moved to 38423
External generator on bus 39275 is moved to 38423
External generator on bus 39282 is moved to 38729
External generator on bus 39286 is moved to 38729
External generator on bus 39289 is moved to 38423
External generator on bus 39292 is moved to 39561
External generator on bus 39293 is moved to 39561
External generator on bus 39296 is moved to 40418
External generator on bus 39298 is moved to 39561
External generator on bus 39300 is moved to 38423
External generator on bus 39303 is moved to 38423
External generator on bus 39304 is moved to 38423
External generator on bus 39307 is moved to 40418
External generator on bus 39310 is moved to 38729
External generator on bus 39311 is moved to 38729
External generator on bus 39316 is moved to 39259
External generator on bus 39320 is moved to 39498
External generator on bus 39321 is moved to 39498
External generator on bus 39326 is moved to 40418
External generator on bus 39327 is moved to 40418
External generator on bus 39331 is moved to 48728
External generator on bus 39332 is moved to 48728
External generator on bus 39339 is moved to 39259
External generator on bus 39340 is moved to 39259
External generator on bus 39342 is moved to 39259
External generator on bus 39347 is moved to 39498
External generator on bus 39348 is moved to 39498
External generator on bus 39349 is moved to 39498
External generator on bus 39350 is moved to 39498
External generator on bus 39355 is moved to 40418
External generator on bus 39358 is moved to 40418
External generator on bus 39361 is moved to 38729
External generator on bus 39362 is moved to 38729
External generator on bus 39364 is moved to 38729
External generator on bus 39368 is moved to 38729
External generator on bus 39369 is moved to 38729
External generator on bus 39375 is moved to 38729
External generator on bus 39376 is moved to 38729
External generator on bus 39381 is moved to 40418
External generator on bus 39382 is moved to 40418
External generator on bus 39384 is moved to 40418
External generator on bus 39385 is moved to 40418
External generator on bus 39388 is moved to 48728
External generator on bus 39391 is moved to 39259
External generator on bus 39392 is moved to 39259
External generator on bus 39395 is moved to 38729
External generator on bus 39398 is moved to 38423
External generator on bus 39399 is moved to 38423
External generator on bus 39403 is moved to 39259
External generator on bus 39404 is moved to 39259
External generator on bus 39408 is moved to 39259
External generator on bus 39409 is moved to 39259
External generator on bus 39413 is moved to 39259
External generator on bus 39417 is moved to 40418
External generator on bus 39421 is moved to 38729
External generator on bus 39422 is moved to 38729
External generator on bus 39423 is moved to 38729
External generator on bus 39424 is moved to 38729
External generator on bus 39425 is moved to 38729
External generator on bus 39428 is moved to 51893
External generator on bus 39431 is moved to 39259
External generator on bus 39432 is moved to 39259
External generator on bus 39433 is moved to 39259
External generator on bus 39436 is moved to 38729
External generator on bus 39439 is moved to 40418
External generator on bus 39441 is moved to 39498
External generator on bus 39443 is moved to 38423
External generator on bus 39446 is moved to 40418
External generator on bus 39447 is moved to 40418
External generator on bus 39449 is moved to 40418
External generator on bus 39450 is moved to 40418
External generator on bus 39454 is moved to 38729
External generator on bus 39455 is moved to 38729
External generator on bus 39458 is moved to 38729
External generator on bus 39460 is moved to 39259
External generator on bus 39467 is moved to 38729
External generator on bus 39469 is moved to 40418
External generator on bus 39475 is moved to 38423
External generator on bus 39479 is moved to 39561
External generator on bus 39482 is moved to 38423
External generator on bus 39485 is moved to 38423
External generator on bus 39489 is moved to 40418
External generator on bus 39490 is moved to 40418
External generator on bus 39491 is moved to 40418
External generator on bus 39492 is moved to 40418
External generator on bus 39493 is moved to 40418
External generator on bus 39499 is moved to 39498
External generator on bus 39502 is moved to 38729
External generator on bus 39503 is moved to 38729
External generator on bus 39504 is moved to 38729
External generator on bus 39510 is moved to 38423
External generator on bus 39511 is moved to 38423
